t,px,py,pz,qx,qy,qz,qw,vx,vy,vz,ux,uy,uz,joint1,joint2,joint3,joint4,gripper
0.870000,0.346716,0.016650,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007465,0.015623,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.880000,0.346641,0.016806,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007547,0.015506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.890000,0.346566,0.016960,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007628,0.015387,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.900000,0.346489,0.017114,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007710,0.015267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.910000,0.346411,0.017266,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007791,0.015147,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.920000,0.346333,0.017417,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007873,0.015025,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.930000,0.346254,0.017566,0.300000,0.000000,0.000000,0.000000,1.000000,-0.007954,0.014902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.940000,0.346174,0.017715,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008035,0.014779,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.950000,0.346093,0.017862,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008116,0.014654,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.960000,0.346012,0.018008,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008197,0.014528,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.970000,0.345929,0.018152,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008278,0.014401,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.980000,0.345846,0.018296,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008358,0.014273,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.990000,0.345762,0.018438,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008438,0.014144,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.345677,0.018579,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008519,0.014014,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.010000,0.345592,0.018718,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008599,0.013883,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.020000,0.345505,0.018856,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008679,0.013751,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.030000,0.345418,0.018993,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008758,0.013619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.040000,0.345330,0.019129,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008838,0.013485,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.050000,0.345241,0.019263,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008918,0.013350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.060000,0.345152,0.019396,0.300000,0.000000,0.000000,0.000000,1.000000,-0.008997,0.013215,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.070000,0.345061,0.019527,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009076,0.013078,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.080000,0.344970,0.019657,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009155,0.012940,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.090000,0.344878,0.019786,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009234,0.012802,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.100000,0.344786,0.019913,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009312,0.012663,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.110000,0.344692,0.020039,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009391,0.012522,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.120000,0.344598,0.020164,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009469,0.012381,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.130000,0.344503,0.020287,0.300000,0.000000,0.000000,0.000000,1.000000,-0.009547,0.012239,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
